IPAddress,Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,aicomfort,aitrust,treatment,statement,statementtotaltime,statementnumberclicks,cointasktimer,tasktimer_Click Count,heads,modalflips,expectedlied,expectedshirk,justifylie,risktolerance,liesonprolific,liessignificantother,liesdatingapps,liesontaxes,liedoncointask,qualtricsID,prolificid,Reviewed at,Time taken,Totalprolificapprovals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,session,Submission id
94.10.5.200,433,3/29/26 00:53,R_6Dm382dLOBrYuEV,52.4617,-1.843,EN,90,40,t1,For the greater good and cohesiveness of society I will honestly report the reuslt of physical coin tosses. Lying for the sake of a few pennies is not the emptiness that dishonesty brings,126.482,1,49.54,3,3,5,90,90,"Under no circumstances false reporting is justifiable. Lying over a few pennies or a few thousand pounds paints the same dark cross over you. If that dark cross grows large enough, even those in your closest circle will discover your true self",80,5,20,5,15,2,R_6Dm382dLOBrYuEV,62e29557ed1b3a918b95cb30,2026-03-28T23:42:47.496000Z,788,6878,74,Female,White,United States,United States,United States,English,No,Other,3,69c825b38990154939154e0d
94.9.172.111,680,3/29/26 02:06,R_2aWiGhenK7H1juG,52.3461,-2.0691,EN,60,40,t1,I am genuinely using a real coin and will flip it as per the request.,88.713,1,50.037,1,3,6,19,19,"I would not think it is justifiable. The conditions of the study were to flip a physical coin and report back the results. However, I understand that, by saying it is expected to result in 5/10, people may feel the their answer would be judged as false by giving a differernt one or feel the reward is worth misreporting.",24,2,5,2,5,2,R_2aWiGhenK7H1juG,67797a669a604e11de6c3f54,2026-03-28T19:44:49.578000Z,380,1018,28,Female,White,United States,United States,United States,English,No,Part-Time,2,69c80bacf5ce02b163304d6c
38.194.110.213,288,3/28/26 14:11,R_7N4fe2lMJR3pthW,41.6049,-83.5648,EN,90,70,t1,I vow to flip the coin ten times and report accurately.,24.861,1,50.328,1,3,7,50,50,You could justify it by arguing that the bonus compensation is more important than honesty in this case. A person could think that their own reward is more important than the results of the study.,50,20,0,0,20,2,R_7N4fe2lMJR3pthW,6652489a42a170d6176b29cf,2026-03-29T02:04:07.189000Z,462,1053,28,Female,White,United States,United States,United States,English,No,Full-Time,4,69c8cf40fe11e1ec36fa5258
185.74.53.5,380,3/28/26 23:28,R_2oL9BTs9t6B3Gh8,52.7066,-2.7326,EN,95,62,t1,"As per the rules and regulations I agreed to when signing up for the platform and once more when agreeing to take this study, I will report honest information.",64.474,2,56.322,1,3,5,40,71,I don't believe there are any circumstances for misreporting. You sign up for a study with a clear representation of time and then not doing the task seems disrespectful. If anything did come up that stopped a participant from doing the coin flip task I would assume they'd return the study and give another participant a proper chance.,10,0,0,0,0,2,R_2oL9BTs9t6B3Gh8,69a132dca4c10c33ce2e0482,2026-03-28T19:22:46.671000Z,468,928,21,Female,Black,South Africa,South Africa,South Africa,Other,Yes,Full-Time,7,69c8264b204f0516c5c0769d
88.209.229.54,1019,3/28/26 13:41,R_64LQFWcPpJ7b6dr,47.4891,-92.8838,EN,92,88,t1,"I commit to performing this task with complete honesty and transparency, I recognize that my individual integrity contributes to the overall quality of this research.",143.664,3,57.985,2,3,5,98,67,misreporting is generally unjustfiable in research because it compromises the fundamental integrity of the data collected. Even if a participant feels their contribution is minor a false report can lead to bad data report which is inaccurate which may lead to incorrect conclusions. Honesty should be maintained at all times,89,5,37,1,6,2,R_64LQFWcPpJ7b6dr,69ae40f1b37b0e141294f003,2026-03-29T15:02:47.431000Z,318,1947,70,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",3,69c827f40448c3582967ba75
189.219.191.247,765,3/28/26 19:34,R_12RVijT1JM6v1xm,25.6794,-100.2066,ES-ES,80,75,t1,I will toss the coin ten times and honestly write down how many times it landed on heads.,93.891,9,59.385,6,3,6,60,90,"There can be no errors; it is a physical and expeditious activity where possibly three variables would be throwing force, height and weight of the coin; other than that they do not apply in my opinion at least.",90,0,0,0,0,1,R_12RVijT1JM6v1xm,5a910c8a6475f900019f8cbc,2026-03-28T19:48:09.458000Z,883,14690,72,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,2,69c811c7e9271c4b811cbb8b
149.90.38.40,600,3/28/26 13:16,R_2flLrkGCeyIazCi,41.1765,-8.6877,EN,100,75,t1,I thereby vow to perform the task honestly and not to take advantage of the ability to lie in order to try to take a better outcome than deserved.,85.715,1,59.961,2,3,6,70,20,"In the current scope of an academic study, I don't think misreporting would be justifiable. Only circumstance I can recall of is not having any coin at home to perform the study. Even then, one could use something that would make the same effect.",75,2,2,20,10,2,R_2flLrkGCeyIazCi,5dc95893b9fad36719d10949,2026-03-28T19:24:49.127000Z,1022,8228,51,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,3,69c831d1a83bc563836f8484
94.6.147.91,403,3/28/26 19:48,R_8QA4TB6JMoCQmtu,53.5233,-1.1268,EN,100,64,t1,I will toss a real coin. I have a one penny UK coin from 1998. I will accurately report on each of the tosses.,83.128,5,63.382,1,3,5,20,19,"Misreporting may happen if a person inadvertently misclicks on the scale. Misreporting may also happen if someone does not fully understand the task. However, I do not feel that either of these circumstances is justifyable since the instructions for the task were very clear.",80,1,4,0,0,2,R_8QA4TB6JMoCQmtu,57c357770e6a1f00015f6038,2026-03-28T19:33:47.858000Z,473,712,36,Female,White,United States,United States,United States,English,No,Full-Time,4,69c8dc8bf0d3ad03d9c48036
174.219.133.163,250,3/28/26 13:07,R_5zH2BhU9R8XqqR7,35.9899,-83.8498,EN,0,0,t1,I promise to be honest and do this task correctly. I vow to be honest in my responses.,46.429,1,65.142,3,3,5,50,67,Misreporting could be justifiable if there was a way to know that bungling this research would hurt no one. It would need to be if the person taking the study/survey needed the money very desperately like for baby formula or medicine or water.,23,0,0,14,32,2,R_5zH2BhU9R8XqqR7,56a744655ad8d9000a96dacd,2026-03-28T19:21:33.618000Z,991,1273,33,Male,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,Full-Time,4,69c8d538f489b20e37a93de7
140.228.75.10,570,3/28/26 19:32,R_2FfxtWP8lxI8ZfP,51.477,-0.1959,EN,88,78,t1,I hereby state that I will complete this study in an honest manner. I will answer all questions and complete all tasks with the utmost honesty.,82.293,3,65.492,1,3,5,13,9,"I don't think misreporting can be justified. It could alter the results which makes it unfair to everybody else. If the people who misreport could not find a coin or just can't be bothered, then they should not carry on. Imagine the chaos if everybody misreported, especially by giving random numbers of heads as this will result in the overall average to be a value other than 5!",8,0,0,0,0,2,R_2FfxtWP8lxI8ZfP,5fcca7bf6a7182b003b32a36,2026-03-29T15:02:54.680000Z,992,3841,64,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,3,69c8398998be1c3b823a1e63
177.181.6.226,907,3/28/26 13:25,R_3L29ugt6cQjdzx2,-23.673,-46.5302,EN,95,40,t1,"I commit myself to perform this task with total attention and dedication, I will be completely truthful and honest in this task and take full responsibility for my answers.",239.984,11,65.882,1,3,5,20,10,"its justifiable when the researches lie about the study and the time needed to complete the study in order to pay a smaller amount than the amount they said they would pay. Basically, if the researchers don't respect the people they are hiring, its justifiable the misreporting.",65,0,75,0,0,2,R_3L29ugt6cQjdzx2,698e546b2f212ebddd6fafdf,2026-03-29T15:03:12.536000Z,582,1486,57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,6,69c8871dcc7db52a8c63910c
81.132.198.198,570,3/29/26 02:24,R_28psKDwtar3PH6V,53.8966,-0.749,EN,50,50,t1,I promise on my honour to report correctly the outcomes of any requests made to me during this task.,82.552,4,66.547,1,3,5,30,20,"Misreporting would never be viable. We were asked specifically, and given clear instructions. However, in this day and age perhaps some people genuinely didn’t have a coin to hand as we progress into a cashless society.",29,0,10,14,0,2,R_28psKDwtar3PH6V,607dbd9f9a81d80d06c643a8,2026-03-28T19:22:38.156000Z,303,3725,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,4,69c8bf71326f958b3a81203e
83.85.188.189,571,3/28/26 13:14,R_2scdF8eAuUSXOl7,52.9669,6.9384,EN,81,82,t1,i hereby state that i do this coinflip totally honest,76.919,1,73.055,2,3,4,31,10,when people are doing this study but there was no coin available,20,30,30,6,65,2,R_2scdF8eAuUSXOl7,5b168dc1dbae3e00017e60c6,2026-03-29T15:02:29.785000Z,264,1684,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,4,69c8da581505370c1f044a6f
5.70.163.226,548,3/29/26 02:14,R_2zXlVALBMZHZnLH,52.5801,-1.8552,EN,58,70,t1,I vow to undertake this task with integrity and honesty and complete it as instructed to. I hereby make this promise.,200.632,5,76.255,3,3,5,40,60,"If someone didn’t actually have access to a coin, we are pretty much a cashless society, and I had to hunt around for a coin to flip, so someone may not have easy access to one, or they could be at work, or sat on public transport and not easily been able to complete it so just made up the number.",50,10,10,0,0,2,R_2zXlVALBMZHZnLH,59fc2094087f2e0001ead5fa,2026-03-29T01:51:35.527000Z,1071,394,24,Female,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time,4,69c8d06cbdfde97cc55a2129
109.152.160.151,1393,3/29/26 02:32,R_2zX3iWZapGBc4r7,53.8109,-1.637,EN,10,60,t1,I have no desire to be anything but truthful or else it would probably defeat the purpose of this study,290.702,3,78.301,2,3,6,9,10,"I can't think of any circumstances that could justifiably be thought of as acceptable to misreport, surely the purpose of everything we do is to do it fairly and honestly",30,8,4,3,1,2,R_2zX3iWZapGBc4r7,542tg23g43g45g3grdh5j455,2026-03-29T01:42:11.586000Z,691,2298,36,Female,Asian,South Africa,South Africa,South Africa,English,Yes,DATA_EXPIRED,3,69c833a9430cee58f9aed0d1
172.58.53.138,856,3/28/26 15:17,R_6cdPWQjIxySn7ov,29.6921,-95.5133,EN,40,65,t1,"I promise to the best of my ability that I will follow all instructions in order, and respond with high effort answers to ensure proper research is conducted.",128.949,2,78.339,1,3,4,15,5,"I feel there should be no misreporting at all. If the participants did not have a coin to flip, the study should have been returned and explained in the text box. However, a virtual coin could have been provided for the study, eliminating misreporting entirely.",60,0,0,0,0,2,R_6cdPWQjIxySn7ov,659c9919f59c72a20e2b6d3f,2026-03-29T01:42:18.538000Z,783,2132,64,Female,White,Canada,Canada,Canada,English,No,Full-Time,3,69c826d6a51c59e1eabdd64c
24.245.178.131,732,3/28/26 14:16,R_15YqKdRcZHU9wNr,32.0288,-93.6975,EN,60,75,t1,I vow to accurately complete and post the results of this coin flipping task.,86.898,1,81.204,1,3,5,20,50,I personally believe there are little to no circumstances where misreporting this task is justifiable. Only if the person has no arms and is incapable of flipping a coin would it be somewhat justifiable.,65,25,1,10,2,2,R_15YqKdRcZHU9wNr,69baa37ab3cd7666686359dd,2026-03-28T19:22:11.393000Z,1026,3857,33,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,4,69c89f65d7725c88b92422c9
98.183.182.87,395,3/28/26 13:10,R_3wAqgTgcyqXJBuN,37.0453,-76.3404,EN,91,88,t1,"Right hand on the bible, I will tell the truth about how many times I land on heads during this coin flip task.",74.758,10,82.442,4,3,6,90,63,if you lose count and round down to the nearest number you remember that would be acceptable but not rounding up. Its never alright to misreport while doing a task.,30,0,3,0,13,2,R_3wAqgTgcyqXJBuN,69adeec7223c3d8e763750fb,2026-03-28T21:24:38.702000Z,776,665,37,Male,Black,Nigeria,United States,United States,English,No,Full-Time,7,69c827f59f04658d0843e7db
172.56.66.227,647,3/28/26 15:41,R_3eCU5pLbVn7rPrD,33.906,-84.184,EN,50,25,t1,I vow to answer all questions and to respond honestly and truthfully without any use of artificial intelligence or outside resources.,126.402,6,82.712,4,3,5,25,40,Misreporting could be justified if the person accidentally miscounted the times they flipped the coin or miscounted the amount of heads and tails that the coin flipped on. Misreporting could also be justified if the coin was spinning and the individual had to physically stop it from moving.,30,0,0,0,0,2,R_3eCU5pLbVn7rPrD,699ca3918b3d47f49af11561,2026-03-29T15:02:41.847000Z,793,1689,66,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",4,69c8c4fd3f1c47c92d8e13e5
216.164.120.175,767,3/28/26 15:42,R_1CIvZuzRqIMS4Mr,40.6986,-75.4834,EN,80,70,t1,My yes means yes and my no means no. I believe in being honorable and telling the truth at all times.,119.601,1,83.5,1,3,6,60,30,There are no circumstances at all that would justify misreporting the coin flip results. Lying for gain is awful. I believe that whatever 'gain' you get by lying truly harms you spiritually. It's like blood money. Not just that but you compromise your honor and integrity and those things alone are worth far more than any monetary gain you could possibly receive.,76,0,0,0,0,2,R_1CIvZuzRqIMS4Mr,697696bb6bd8425d74b1f53e,2026-03-29T02:55:50.005000Z,475,1410,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,6,69c87ea9bd6e27ab7f3535eb
151.68.32.24,458,3/28/26 13:29,R_8OJu1IO5BjykDU2,45.4722,9.1922,EN,60,65,t1,"I vow not to cheat nor to damage other partecipants of the task. I think that evryone should accept the outcome, so best of luck to all the others",97.269,1,88.747,1,3,6,30,20,"Maybe if the person in question is suffering from a very bad financial period and needs the money, but even in this case this person probably should seek the money needed elsewhere. In conclusion I don't think there is a true justifiable circumastance in order to misreport the coin flip",35,5,5,15,5,2,R_8OJu1IO5BjykDU2,6973a3b9a8fc7ba10718a3bd,2026-03-29T01:43:07.360000Z,568,1737,46,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking),4,
24.59.98.163,303,3/29/26 09:17,R_3R4jz05y5eHHdt4,42.5942,-76.1881,EN,26,29,t1,I will complete the task with accuracy and provide my results.,39.289,1,94.866,1,3,4,33,25,If someone wasn't able to find a coin,9,13,0,10,0,2,R_3R4jz05y5eHHdt4,5d61798f7ad20f001b74922e,2026-03-28T19:26:15.608000Z,304,10331,70,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",4,69c8800876c150c8d5c5afab
82.4.174.43,378,3/29/26 01:36,R_2oA4z0KYnO6uj6A,52.7133,-1.147,EN,65,51,t1,Be accountable for all the decisions that you make and act with integrity at all times.,90.451,1,99.775,2,3,4,10,93,if that is a task that you are getting paid for then really you should getting paid to do the actual task. Why should those that are doing the task be paid the same as those that are doing nothing at all and jsut guessing.,69,0,1,0,0,2,R_2oA4z0KYnO6uj6A,5a5679b58e6259000175bec5,2026-03-28T19:24:58.247000Z,303,12190,43,Male,White,United States,United States,United States,English,No,Full-Time,3,69c84a59c83d3aaccd898daf
154.178.203.92,1191,3/28/26 13:29,R_8LBhpajHY2awWg3,29.3082,30.8446,EN,100,100,t1,I will report my coin flip truthfully and accurately to reflect respect for the study.,130.005,3,111.404,3,3,7,90,71,Where is no harm caused to others and the purpose is not to decieve for unfair personal gain because this is really important in research when accuaracy matters and mistake can affect the reliability of the results and leads to misleading conclusions.,50,0,0,0,0,2,R_8LBhpajHY2awWg3,69a5959624b49db31dba9e4b,2026-03-28T19:25:39.651000Z,1018,535,32,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,3,69c8298c200599a49026942d
152.56.166.1,1477,3/28/26 19:49,R_4nflwTqiYGYovhT,22.717,75.8337,EN,85,65,t1,i took an oath that i will report my coin flip results truthfully and honestly. I will not change or manipulate my answers for my own personal benefit.,345.494,1,114.758,1,3,5,20,15,"misreporting could be justifiable when people are guessing instead of actually flipping the coin or they just follow the common possibility of this game like 5 heads can be possible , so they may choose this if they get less number of heads.",95,0,0,0,0,2,R_4nflwTqiYGYovhT,6986cba3e8ebc723b0882887,2026-03-28T21:24:37.764000Z,287,2966,31,Male,Other,United States,United States,United States,English,No,Full-Time,3,69c82b591f387193a6c4fe01
94.8.49.109,1078,3/29/26 00:36,R_8VpEbvnBOicL1cq,54.58,-5.928,EN,85,85,t1,I hope and trust that everyone including myself will follow the rules set down to complete this survey as honesty will ensure an honest outcome.,128.779,1,114.873,1,3,4,20,19,"I would think a person might use an imaginary coin to flip in their own mind although this may not be the best way to do a coin flip it could be as random as actually flipping a coin,I think it is hard to check if someone is being entirely honest and you would have to try and trust their method or judgement for doing so.",20,5,4,1,0,2,R_8VpEbvnBOicL1cq,5a9e9fc46219a30001f54994,2026-03-29T01:30:27.738000Z,286,1063,30,Male,White,Switzerland,Switzerland,Switzerland,German,No,Full-Time,3,69c83613430caedf5cd1121d
67.171.240.254,464,3/28/26 13:19,R_7uSWydqbEJrQz4t,45.4972,-122.6937,EN,71,71,t1,"I vow to be honest and trustworthy with this task, I am a good person",93.706,2,116.2,1,3,6,20,20,If they really searched their whole house and could not find a coin. But that seems improbable.,19,0,10,10,0,2,R_7uSWydqbEJrQz4t,60fee8accc3a1247684fbe16,2026-03-29T15:00:51.591000Z,550,3261,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,4,69c8c4ae81edceb9a167bab8
89.72.118.96,358,3/28/26 13:09,R_2f1ww2kGrdxw6V9,52.2601,20.963,EN,70,25,t1,"Just flip the damn coins as asked by the researcher and report it properly. Don't lie either way, and don't fix the results so they would fit the '5 heads is ideal' criteria, too. Just do your damn job!",67.475,3,130.042,1,3,5,50,40,"It's pretty hard to write 40 words, as I don't belive it could be justifiable. It's an eaasy enough task. Maybe if you don't have any coin, lol, but than you ought to return the study.",76,10,50,1,10,2,R_2f1ww2kGrdxw6V9,5c067e6329abc0000199ae45,2026-03-29T01:42:11.361000Z,1115,12775,52,Female,White,United States,United States,United States,English,No,Full-Time,3,69c83fc0be54ead483154e28
31.111.58.215,252,3/29/26 01:32,R_2YJl7T2B4c5bSeB,51.485,-2.3739,EN,40,29,t1,I will flip the coin as asked and have no concern on the output,28.311,1,130.447,4,3,4,20,50,"I’m not sure there are, there doesn’t feel reason to",9,0,0,0,0,2,R_2YJl7T2B4c5bSeB,615ded1a0b5ad33384c0326e,2026-03-28T20:40:32.255000Z,651,8715,60,Male,White,United States,United States,United States,English,No,Full-Time,3,69c82db4587fad6585ec7a7f
98.235.214.18,509,3/28/26 19:42,R_1ihlKRG7BUmfKWB,40.1788,-77.0047,EN,92,80,t1,i agree to flip a physical coin and act with integrity to complete this task and finish this job and hope my teammates will do the same!,70.436,2,133.143,1,3,5,20,10,"under no circumstances. when we agreed to do this study we gave our word. your word is your bond. if it isn't truthful, it's useless. there is no reason or excuse to not be truthful and keep your word. that's all!",81,0,7,0,0,2,R_1ihlKRG7BUmfKWB,69a3a1fac1e15f8f155f8e9,2026-03-28T23:43:07.796000Z,780,6880,38,Male,Mixed,United States,United States,United States,English,Yes,Full-Time,7,69c82630efb902b43f9d683d
73.74.221.172,291,3/28/26 19:26,R_3TZxlCx0GxjPcge,41.8395,-87.7555,EN,68,31,t1,"I vow to keep my answers authentic to the coin task at hand, making sure all answers are given to the best of my abilities.",71.629,1,134.407,1,3,5,30,26,"You might misreport your findings if you do not have access to a coin and rely on technology to flip the coin for you. This skews the results as it does not use a natural object, but many people do not have access to coins on-hand and may resort to using technology to flip the coin.",70,0,0,0,0,2,R_3TZxlCx0GxjPcge,60fdc3bdae6ef40674a9j734m,2026-03-29T15:01:52.262000Z,502,4391,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,3,69c82637fa221d0819d36388
62.49.233.18,846,3/29/26 02:25,R_2L7mG7INoWLcSqy,51.4479,-0.1377,EN,70,71,t1,"we should make reporting decisions honestly, and report the results of our tasks, compose text, and answer questions about ourselves and others as best as we can!",223.678,17,141.56,2,3,5,5,5,"it should never be able to be even in the slightest way, to find the excuse to not be absolutely truthful and honest in the most simple of sutuations of indertaking a task like thiis on given to us on this platform, and never justifiable",79,0,0,0,0,2,R_2L7mG7INoWLcSqy,63f93b47bb0c1a1aca131480,2026-03-28T20:08:36.970000Z,793,2803,65,Male,White,United States,United States,United States,English,No,Other,7,69c825d75fdb5cff0cf3654e
37.65.162.34,592,3/28/26 19:31,R_8UWXQ8p0woGLTXb,48.8558,2.3494,FR,19,0,t1,I declare with certainty that I will be honest,94.01,2,214.633,3,3,5,50,20,I don’t know because I don’t have an opinion on it,50,0,0,0,0,2,R_8UWXQ8p0woGLTXb,6985034f634b5049ee105f28,2026-03-28T21:24:31.861000Z,455,2130,51,Male,White,United States,United States,United States,English,No,Part-Time,5,69c94b00e297b8f8bc276e69
172.119.58.64,1059,3/28/26 20:28,R_1NeoxZme3dg2hKp,33.781,-118.2622,EN,48,71,t1,I make an aoth that I will go find a coin and flip it manually ten times to provide accurate data for this study.,227.001,3,336.056,1,3,4,30,20,I think misreporting could be justifiable when you could not find a real coin to flip. Maybe you can use something similar shape or size that can be flipped.,30,0,0,0,0,2,R_1NeoxZme3dg2hKp,69b3073be68a26996829cf6b,2026-03-29T15:01:23.607000Z,736,1131,55,Male,Black,Trinidad and Tobago,United Kingdom,United Kingdom,English,No,Full-Time,7,69c82deb9464e15484ff13d7
86.30.72.110,752,3/29/26 04:12,R_83s8mgd5I35ZkwQ,51.8702,0.9006,EN,80,75,t1,I will conduct the coin task honestly using a real coin. I won’t just make up the task results with common sense.,128.137,4,41.644,1,2,5,80,70,"Because no one is monitoring, so participants might just put down 5 out of 10 as their results. The most possible answer should be 5 heads out of 10 throw anyway.",30,10,5,10,3,2,R_83s8mgd5I35ZkwQ,67769310bb930e20a79c53a3,2026-03-28T19:24:41.861000Z,468,3433,35,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",6,69c87ee5ee509f4e22819f90
64.92.60.164,530,3/28/26 19:42,R_62L4MnKLZPb5uUL,29.8678,-95.8298,EN,75,80,t1,I vow that the answers provided are my own.,76.9,2,60.885,1,2,4,80,65,"Misreporting a coin flip could be justifiable if they truly don't have a coin to flip. However, it's an easy task.",30,70,50,84,5,2,R_62L4MnKLZPb5uUL,69b1a7aa840cf7970f5cbe32,2026-03-29T02:05:09.853000Z,363,4145,26,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,6,69c87ed383602843ba7297da
90.249.34.90,300,3/29/26 01:41,R_2hg49EQJvfjQMh6,51.6112,-0.2937,EN,10,25,t1,"I swear to be honest in my answers and actions, and promise to use a real coin for the coin flip",47.008,1,61.429,2,2,5,45,30,"I don't believe any misreporting would be justifiable, if the task couldn't be completed properly for any reason then I'm afraid the data can't be use.",30,5,20,30,0,2,R_2hg49EQJvfjQMh6,670bcee1bcc363153440ba94,2026-03-29T01:41:39.375000Z,704,64,32,Male,White,Brazil,Brazil,Brazil,Portuguese,No,Part-Time,6,69c87ecef9aeb718bd397d77
107.206.128.140,680,3/28/26 19:32,R_5Qq9fhNevytnjI5,31.8045,-105.9661,EN,10,40,t1,"If you agree to this partake in this coin task, you must follow the directions exactly, and be 100% honest with your answers.",155.089,5,65.202,4,2,5,60,20,"I do not think there is anything reason to misreport regarding this simple task. It is not very difficult to flip a coin or another object ten times and log the outcomes. It may be that if a person doesn’t have a coin, they just don’t think about using another item.",49,0,0,0,0,2,R_5Qq9fhNevytnjI5,67ad19bf922437933baa24a,2026-03-28T19:24:49.401000Z,414,3356,50,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",6,69c880bed668dd6f4105d7f6
172.100.193.220,742,3/28/26 19:52,R_60epGECxXvmkXci,43.0831,-73.7846,EN,70,61,t1,I vow to flip a quarter 10 times and report the outcome to the study with honesty. I will be sure that it flips in the air at least a couple times before the catch.,180.154,1,67.686,1,2,4,13,10,It is difficult for me to come up with any circumstances where misreporting could be justifiable as this is a simple task that takes next to no time. Any circumstance for misreporting such as laziness is not justifiable. Maybe just an honest mistake in keeping track of the flips is all that I can come up with.,66,0,5,0,0,2,R_60epGECxXvmkXci,6954450649ff787dbe25893a,2026-03-28T19:25:44.152000Z,716,2290,37,Female,Mixed,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED,3,69c826f3d1658c72ab345ed9
109.41.113.97,818,3/28/26 13:32,R_84375ZlJ6KkiFJn,52.4836,13.3419,EN,100,60,t1,"I promise to Play this Coin Greath Game Fairly and Honest, making sure that every single toss is totally fair.",209.127,6,110.839,3,2,3,60,55,"There is no Justification for lying in Studies or Games, Honesty is always the only correct Moral Basis to follow.",85,1,1,1,1,2,R_84375ZlJ6KkiFJn,6965544fb7b77673db060d00,2026-03-29T15:03:03.990000Z,745,1138,63,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,6,69c880f1119466f87796530b
83.7.186.214,222,3/28/26 13:09,R_29jWyNaPPa0SOit,50.1858,18.8819,EN,0,0,t2,"I will report the number of heads I observed in 10 coin flips honestly, not misreporting for gain, and I will not claim results I did not observe.",96.872,8,2.698,2,10,5,25,36,I can find no good justification for misreporting. I don't think it's necessary or at all beneficial in this study. flipping 10 coins is very simple and not time consuming.,59,19,20,38,2,2,R_29jWyNaPPa0SOit,6977d598da2498b5345cf915,2026-03-29T01:33:38.692000Z,644,89,37,Male,Asian,India,India,India,English,No,Other,7,69c82d3ba7bcc7e71a09dc8e
92.40.212.86,592,3/29/26 00:09,R_20joP1L48kDN9gB,53.8167,-1.4167,EN,75,6,t2,"How can I help with your composition today? I will truthfully report the number of heads from my 10 coin flips, will not misreport or shirk, and will participate in the study as described, acknowledging the ethical importance of accuracy and honesty.",164.975,6,3.393,1,10,10,100,100,"it would make sense to misreport when there is an incentive to misreport the number and the coin flips, and no one could prove otherwise. it seems to be a victimless crime where only the person reporting can benefit, there is no real benefit to reporting less in the name of being honest, it won't be rewarded.",18,94,0,0,0,1,R_20joP1L48kDN9gB,5e6a923f59a3bd04d5edc606,2026-03-29T01:34:01.588000Z,410,978,52,Female,White,Brazil,Brazil,Brazil,Portuguese,No,Other,4,69c8e67401bf9efc1bdab8e4
80.47.205.40,232,3/29/26 00:56,R_2hZ2koGun18F7LY,51.8842,-0.4208,EN,0,0,t2,I swear and affirm that I will report the true result of my coin toss. I will not misrepresent the result in order to get a higher bonus.,67.356,1,3.718,1,10,8,75,75,It could be justified if they did not have a coin to toss. Maybe they had no money at all and needed to get as big a bonus as possible to be able to buy food for themselves and their family.,10,60,5,0,0,1,R_2hZ2koGun18F7LY,5ea0141f476817000946fdc5,2026-03-29T01:42:50.954000Z,815,593,38,Female,Asian,Vietnam,Vietnam,Vietnam,Vietnamese,No,Full-Time,7,69c8264f399e9380aa13ff64
84.70.56.225,478,3/29/26 00:28,R_8U9IoY9uAXm1kYt,53.5652,-2.3765,EN,59,55,t2,"I promise to be honest and true to myself, whilst reporting honestly throughout this task, sticking to my own morals.",289.852,18,3.838,2,10,8,75,64,I think if it was done in error or if the person desperately needed the money it would perhaps be acceptable.,26,17,30,1,1,2,R_8U9IoY9uAXm1kYt,5a4aaa1866e7880001de64be,2026-03-29T15:01:41.624000Z,551,3017,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,6,69c8826977d78c34c35699bd
86.156.227.230,483,3/28/26 19:28,R_20ZpJXZ2YX67L3z,51.5164,-0.093,EN,95,48,t2,"I commit to reporting my coin-flip results truthfully and in full detail, exactly as they occurred, without omission or embellishment.",173.355,2,4.637,1,10,7,50,70,"If someone was struggling financially, it would be completely moral to lie in order to help them out with something as serious as poverty",2,16,10,15,65,1,R_20ZpJXZ2YX67L3z,64136457f1327294ffb3fef9,2026-03-28T23:43:08.567000Z,374,355,62,Female,Mixed,Algeria,United States,United States,French,No,Unemployed (and job seeking),6,69c87fb7c8d3e3633ea6caee
